Var1,Freq
Accuracy,0.7440944881889764
Kappa,0.6240036438168982
AccuracyLower,0.6857993375006659
AccuracyUpper,0.7965953490730457
AccuracyNull,0.49606299212598426
AccuracyPValue,6.0559106221343055e-16
McnemarPValue,NA
