Var1,Freq
Accuracy,0.8524774774774775
Kappa,0.8125383736501741
AccuracyLower,0.8274235309360652
AccuracyUpper,0.8751650252483838
AccuracyNull,0.3108108108108108
AccuracyPValue,4.03974193613363e-246
McnemarPValue,NA
