Var1,Freq
Accuracy,0.8589743589743589
Kappa,0.8245279160133614
AccuracyLower,0.8076851634514693
AccuracyUpper,0.9008948993229229
AccuracyNull,0.36324786324786323
AccuracyPValue,2.4595247130141624e-55
McnemarPValue,NA
