Var1,Freq
Accuracy,0.7299270072992701
Kappa,0.6825627003149265
AccuracyLower,0.7108127396139703
AccuracyUpper,0.7484246695325656
AccuracyNull,0.2636861313868613
AccuracyPValue,0
McnemarPValue,NA
