Var1,Freq
Accuracy,0.6755725190839694
Kappa,0.5767608042875061
AccuracyLower,0.6152252331830438
AccuracyUpper,0.7318933284372495
AccuracyNull,0.3053435114503817
AccuracyPValue,7.652240490556284e-35
McnemarPValue,NA
