Var1,Freq
Accuracy,0.8034055727554179
Kappa,0.653250381440641
AccuracyLower,0.7706266393114112
AccuracyUpper,0.8333823056853094
AccuracyNull,0.5634674922600619
AccuracyPValue,6.282700929484038e-38
McnemarPValue,NA
