Var1,Freq
Accuracy,0.6629834254143646
Kappa,0.5964178013341862
AccuracyLower,0.6117259469033326
AccuracyUpper,0.7115490369087323
AccuracyNull,0.2292817679558011
AccuracyPValue,7.468072181787687e-69
McnemarPValue,NA
