Var1,Freq
Accuracy,0.7860576923076923
Kappa,0.6496328261034143
AccuracyLower,0.7434793810006897
AccuracyUpper,0.8245117852125381
AccuracyNull,0.45913461538461536
AccuracyPValue,1.9078347787993487e-42
McnemarPValue,NA
