Var1,Freq
Accuracy,0.7428425357873211
Kappa,0.6475733747514055
AccuracyLower,0.7228627786253137
AccuracyUpper,0.7620916653854677
AccuracyNull,0.3277096114519427
AccuracyPValue,8.288844580798624e-309
McnemarPValue,5.576979829761442e-10
