Var1,Freq
Accuracy,0.8796747967479674
Kappa,0.8305886031656219
AccuracyLower,0.8513105792935758
AccuracyUpper,0.9043270852781268
AccuracyNull,0.41788617886178864
AccuracyPValue,3.285892375707724e-126
McnemarPValue,NA
