Var1,Freq
Accuracy,0.6780104712041884
Kappa,0.5696070348996977
AccuracyLower,0.6286005581079778
AccuracyUpper,0.724635153386077
AccuracyNull,0.3219895287958115
AccuracyPValue,5.866895096707425e-46
McnemarPValue,NA
