Var1,Freq
Accuracy,0.7653543307086614
Kappa,0.6067147180101091
AccuracyLower,0.7304147827461284
AccuracyUpper,0.7978049918762166
AccuracyNull,0.47401574803149604
AccuracyPValue,6.656369374750332e-51
McnemarPValue,NA
