Var1,Freq
Accuracy,0.9054726368159204
Kappa,0.8342326505033734
AccuracyLower,0.8831142234450515
AccuracyUpper,0.9248003125305149
AccuracyNull,0.6194029850746269
AccuracyPValue,4.8571719206620414e-76
McnemarPValue,NA
