Var1,Freq
Accuracy,0.8926441351888668
Kappa,0.8728293388642566
AccuracyLower,0.862251833798472
AccuracyUpper,0.9183162016349056
AccuracyNull,0.2504970178926441
AccuracyPValue,3.609057428171429e-204
McnemarPValue,NA
